3	132052	1313000740	20180803	20180803	13274036	30100020501	冠石资产泰盈3期 	0301	0301	100301002188	0	0	0	i	B882064994	B882064994	1	22953 	888809	136119  	15国创01	C	97.623	4.22224658	70000	70000	0	7000	7129167.26	0.00	7127741.43	1425.83	700	Z12602	2Y	F	13274051	8	5	1690	          	0	9135	10.32.5.155	0	S	
3	131974	1313000850	20180806	20180806	13291659	30100020501	冠石资产泰盈3期 	0301	0301	100301002188	0	0	0	i	B882064994	B882064994	1	22953 	888809	136866  	16汇丰02	C	98.640	3.90597260	30000	30000	0	3000	3076379.18	3076994.46	-3076994.46	615.28	300	Z07909	2X	F	13291667	8	1	1928	          	0	9135	10.32.5.155	0	S	
3	132795	1313000856	20180806	20180806	13300719	30100020501	冠石资产泰盈3期 	0301	0301	100301002188	0	0	0	i	B882064994	B882064994	1	22953 	888809	136665  	16鲁万通	C	98.860	1.24657534	30000	30000	0	3000	3003197.26	3003797.90	-3003797.90	600.64	301	Z07909	2X	F	13300734	8	2	1954	          	0	9135	10.32.5.155	0	S	
3	138407	1310001303	20180806	20180806	13403750	12020110710	乐瑞一号        	0120	0120	53140011551	0	0	9	3	B883025087	B883025087	1	13688 	888809	135649  	16鲁宏02	e	100.014	0.40832877	200000	200000	0	20000	20084465.75	20085469.97	-20085469.97	1004.22	649	Z16301	2X	F	13403760	8	5	2210	          	0	9135	10.32.5.155	0	S	
3	192211	1310001293	20180815	20180815	13385753	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	150164  	新代码  	e	81.100	3.28767123	180000	0	180000	18000	0.00	0.00	0.00	0.00	111	Z12707	2X	F	13385767	6	1	2242	          	0	9135	10.32.5.155	0	S	撤单成功
3	259921	1310001886	20180815	20180815	14590973	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	150164  	新代码  	e	81.100	0.00000000	180000	180000	0	18000	0.00	0.00	0.00	0.00	111	Z12707	2X	T	14590984	8	1	0	1310001293	0	9135	10.32.5.155	0	S	
3	260998	1310001904	20180815	20180815	14595983	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	150164  	新代码  	e	81.100	3.28767123	180000	0	180000	18000	0.00	0.00	0.00	0.00	111	Z12703	2X	F	14595997	9	3	0	          	0	9135	10.32.5.155	0	S	1173:该产品已经收盘
3	181675	1310003280	20180816	20180816	13125802	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	150164  	新代码  	e	81.100	3.30821918	180000	180000	0	18000	15193479.45	15196518.15	-15196518.15	3038.70	111	Z12703	2X	F	13125813	8	4	1559	          	0	9135	10.32.5.155	0	S	
3	188025	1310003659	20180821	20180821	13421572	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	150164  	新代码  	e	100.800	3.41095890	180000	180000	0	18000	18757972.60	0.00	18754221.01	3751.59	151	Z07711	2Y	F	13421583	8	3	2221	          	0	9158	10.32.5.155	0	S	
3	109382	1310001065	20180822	20180822	13211316	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	122380  	14瀚华01	C	99.103	1.39890411	180000	180000	0	18000	18090342.74	18093960.81	-18093960.81	3618.07	112	Z20411	2X	F	13211326	8	7	1652	          	0	9158	10.32.5.155	0	S	
3	170797	1310001048	20180823	20180823	13330051	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	122380  	14瀚华01	C	100.200	1.41780822	180000	180000	0	18000	18291205.48	0.00	18287547.24	3658.24	122	Z12504	2Y	F	13330064	8	1	1982	          	0	9158	10.32.5.155	0	S	
3	183143	1318001223	20180823	20180823	13484626	611000038640	成阳资产管理    	6110	6110	106110000831	0	l	#	2	B881580727	B881580727	1	22998 	888809	135695  	16协信07	e	100.000	0.56986301	20000	20000	0	2000	2011397.26	2011799.54	-2011799.54	402.28	521	Z20407	2X	F	13484634	8	2	2278	          	0	9158	10.32.5.155	0	S	
3	217884	1310001368	20180823	20180823	14313421	12020122172	债券理财21号    	0120	0120	100120002960	0	0	9	3	B881529577	B881529577	1	13688 	888809	136043  	15华凌01	C	90.800	4.87945205	179710	179710	0	17971	17194554.33	17195070.17	-17195070.17	515.84	144	Z01201	2X	F	14313438	8	4	2784	          	0	9158	10.32.5.155	0	S	
3	218987	1310001378	20180823	20180823	14325769	12020122172	债券理财21号    	0120	0120	100120002960	0	0	9	3	B881529577	B881529577	1	13688 	888809	136043  	15华凌01	C	90.800	4.87945205	99660	99660	0	9966	9535414.19	9535700.25	-9535700.25	286.06	145	Z01201	2X	F	14325775	8	5	2789	          	0	9158	10.32.5.155	0	S	
3	90058	1310000901	20180824	20180824	11053695	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	150164  	新代码  	e	81.800	3.47260274	95000	95000	0	9500	8100897.26	8102517.44	-8102517.44	1620.18	123	Z12703	2X	F	11053703	8	1	621	          	0	9158	10.32.5.155	0	S	
3	135377	1318001347	20180827	20180827	13273519	611000038640	成阳资产管理    	6110	6110	106110000831	0	l	#	2	B881580727	B881580727	1	22998 	888809	135695  	16协信07	e	100.000	0.65753425	20000	20000	0	2000	2013150.69	0.00	2012748.06	402.63	888	Z20407	2Y	F	13273534	8	2	1591	          	0	9135	10.32.5.155	0	S	
3	113705	1310001192	20180828	20180828	11143776	12020115821	债券理财十三号  	0120	0120	53140017279	0	0	9	3	B880417939	B880417939	1	13688 	888809	150164  	新代码  	e	98.800	3.55479452	95000	95000	0	9500	9723705.48	0.00	9721760.74	1944.74	111	Z08505	2Y	F	11143792	8	1	977	          	0	9135	10.32.5.155	0	S	
3	177398	1310003566	20180829	20180829	13374972	12020110710	乐瑞一号        	0120	0120	53140011551	0	0	9	3	B883025087	B883025087	1	13688 	888809	122463  	15花样年	C	100.000	6.62630137	160000	160000	0	16000	17060208.22	0.00	17056796.18	3412.04	302	Z14302	2Y	F	13374980	8	3	1655	          	0	9135	10.32.5.155	0	S	
3	178849	1310003592	20180829	20180829	13403071	12020110710	乐瑞一号        	0120	0120	53140011551	0	0	9	3	B883025087	B883025087	1	13688 	888809	137043  	17兖02EB	j	100.000	1.57890411	100000	100000	0	10000	10157890.41	10158398.30	-10158398.30	507.89	111	Z05106	2X	F	13403075	8	4	1721	          	0	9135	10.32.5.155	0	S	
3	172988	1318002941	20180830	20180830	13311393	611000038640	成阳资产管理    	6110	6110	106110000831	0	l	#	2	B881580727	B881580727	1	22998 	888809	122483  	15新光01	C	80.000	6.05479452	15000	15000	0	1500	1290821.92	1291080.08	-1291080.08	258.16	221	Z07003	2X	F	13311403	8	1	1452	          	0	9135	10.32.5.155	0	S	
3	83240	1318000859	20180831	20180831	10521923	611000038640	成阳资产管理    	6110	6110	106110000831	0	l	#	2	B881580727	B881580727	1	22998 	888809	135695  	16协信07	e	100.000	0.74520548	10000	10000	0	1000	1007452.05	0.00	1007250.56	201.49	831	Z20407	2Y	F	10521938	8	1	469	          	0	9158	10.32.5.155	0	S	
